id,drug_id,sentence_index,sentences,ADR1,ADR2,ADR3,ADR4,ADR5,ADR6,ADR7,ADR8,ADR9,ADR10,ADR11,ADR12,ADR13,ADR14,ADR15,ADR16,ADR17,ADR18,ADR19,ADR20,ADR21,ADR22,ADR23,ADR24,ADR25,ADR26,ADR27,ADR28,ADR29,ADR30
153,lexapro.47,1,"weight gain, ",weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,lexapro.48,1,"Dry mouth in the beginning, decreased sex drive, Didn't do a thing for me, even at the highest dose.",Dry mouth in the beginning,decreased sex drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,lexapro.49,1,"Stomach is in knots, tension in the front part of my head, shakiness, blurred vision.",Stomach is in knots,tension in the front part of my head,shakiness,blurred vision,,,,,,,,,,,,,,,,,,,,,,,,,,
156,lexapro.49,2,I took 10mg for the first time last night before bed and I could barely sleep.,could barely sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,lexapro.49,3,I don't even know if I did sleep!,don't even know if I did sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,lexapro.49,4,"My back hurt so bad in the middle of the night I had to take an Ibuprofen, Now I'm at work and I'm shaking so bad and my stomach is so tight!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,lexapro.49,6,"I can't seem to focus, my eyes are blurred and sensitive to the light.",can't seem to focus,eyes are blurred,sensitive to the light,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,lexapro.50,1,"LOST MY MIND COMPLETELY, FUNCTIONING AT 28% CONSCIOUSNESS, I ALMOST JUMPED OUT OF A WINDOW, BUT I TOLD MYSELF: ""THIS IS NOT ME.",LOST MY MIND COMPLETELY,FUNCTIONING AT 28% CONSCIOUSNESS,ALMOST JUMPED OUT OF A WINDOW,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,lexapro.50,3,"AND CALLED 911)  I started on 10 and I felt very depressed still, actually worse, panicky and extremely anxious, then the pdoc doubled my dose to 20!",felt very depressed,panicky,extremely anxious,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,lexapro.50,4,"then I lost it, The hospital told my husband I was functioning at 28% consciousness, I wrote all over my body, talked to the walls, cried HARD, and screamed ""dont touch me!""",functioning at 28% consciousness,wrote all over my body,talked to the walls,cried HARD,"screamed ""dont touch me!""",,,,,,,,,,,,,,,,,,,,,,,,,
163,lexapro.50,5,"I was TERRIFIED, felt like I was intoxicated by some horrible drug, they admited me for 5 days, then I quit this drug and started on LAMICTAL which saved my life I now feel content and complete.",TERRIFIED,felt like I was intoxicated,admited me for 5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,lexapro.51,1,Problems with memory.,Problems with memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,lexapro.51,2,"Inability to focus/concentrate, ",Inability to focus,Inability to concentrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,lexapro.52,1,"nausea, headache.",nausea,headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,lexapro.52,2,"i know it's only my 2nd day, but I am nauseated, and have had a headache since 30 minutes after taking the 1st pill.",nauseated,headache ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,lexapro.53,1,"jaw clenching at night, teeth grinding, nausea, constipation, food cravings, weight gain, total loss of sex drive, inability to O, insomnia, loss of taste.",jaw clenching at night,teeth grinding,nausea,constipation,food cravings,weight gain,total loss of sex drive,insomnia,loss of taste,,,,,,,,,,,,,,,,,,,,,
169,lexapro.53,5,I can not see that this drug has helped much and I am not willing to continue given the side effects I am experiencing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,lexapro.53,6,"I've always had somewhat of a sweet tooth, but now I crave peanut butter cups with a vengance- it is the only thing that still tastes good to me, But, I am also eating like crazy.",crave peanut butter cups with a vengance,eating like crazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,lexapro.53,7,"If I let myself get hungry, then I get nauseated.",nauseated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,lexapro.53,8,"I have gained 10 lbs in 1 month, and am terrified it will continue.",gained 10 lbs ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,lexapro.54,1,"dry mouth, shaky, gas and bloating, upper back ache especially at night, clammy feeling, headache, nervousness.",dry mouth,shaky,gas ,bloating,upper back ache ,clammy feeling,headache,nervousness,,,,,,,,,,,,,,,,,,,,,,
174,lexapro.55,1,"sleeplessness, vivid dreams, hallucinations, tiredness, muscle aches, fluctuating blood pressure, zoned out, Don't take it.",sleeplessness,vivid dreams,hallucinations,tiredness,muscle aches,fluctuating blood pressure,zoned out,,,,,,,,,,,,,,,,,,,,,,,
175,lexapro.56,1,"Lethargic, body aches, migranes, Dr. prescribed 20mg daily.",Lethargic,body aches,migranes,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,lexapro.56,5,I could not function.,could not function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,lexapro.56,6,My mind was in a fog.,mind was in a fog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,lexapro.56,7,I didn't care about anything.,didn't care about anything,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,lexapro.56,8,The headaches were unbearable.,headaches were unbearable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,lexapro.56,9,I have a problem with insomnia anyway so I haven't made a decision to start taking it in the morning yet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,lexapro.56,13,I've taken all the other anti-depressants over many years and couldn't stand the side effects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,lexapro.57,1,"Extreme fatigue, difficulty waking up, emotional numbness/detachment, inability to concentrate, forgetfulness, lack of interest in ANYTHING except sleep, inability to reach orgasm with a partner, weakness, excessive urination, dizziness.",Extreme fatigue,difficulty waking up,emotional numbness,detachment,inability to concentrate,forgetfulness,lack of interest in ANYTHING except sleep,inability to reach orgasm,weakness, excessive urination,dizziness,,,,,,,,,,,,,,,,,,,
183,lexapro.57,2,"It certainly erased the anxiety, but I hardly feel human anymore.",hardly feel human anymore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,lexapro.57,3,Nothing moves or excites me.,Nothing moves or excites me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,lexapro.57,4,"I'm now in the last stage of withdrawal, and I'm still experiencing the fatigue and dizziness and sexual apathy.",fatigue,dizziness,sexual apathy,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,lexapro.58,1,"Extremely hard to climax during sex, Severe Depression.",Extremely hard to climax ,Severe Depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,lexapro.58,2,I would just stay around and do nothing all day.,just stay around and do nothing all day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,lexapro.58,3,However when I did go out I was too numb to the world to have any panic attacks or jitters.,too numb to the world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,lexapro.58,4,At one point I wanted to kill myself.,wanted to kill myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,lexapro.59,1,Fatigue .,Fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,lexapro.59,2,"I was tired, and felt extra exhausted all the time.",tired,felt extra exhausted all the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,lexapro.59,4,"After experiencing those fatigue symptoms and not being able to do, well, anything, I was moved back down to 5 mg which only helped temporarily.",fatigue symptoms,"not being able to do, well, anything",,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,lexapro.60,1,"nausea, diarrhea, sweating, head in the clouds, stoned feeling.",nausea,diarrhea,sweating,head in the clouds,stoned feeling,,,,,,,,,,,,,,,,,,,,,,,,,
194,lexapro.60,2,"I took it before I went to bed, Days 1 & 2 were good- felt relaxed; Day 3 I was spacey, stoned; Day 4 I got severely sick: woke up at 3am sweating, diarrhea, heart racing, mind was racing (almost psychotic thoughts), had a panic attack because I was so scared, almost went to emergency room because I could not relax for 4 hours straight!",spacey,stoned,severely sick,woke up at 3am sweating,diarrhea,heart racing,mind was racing,panic attack,,,,,,,,,,,,,,,,,,,,,,
195,lexapro.61,1,"increased anxiety, more panic attacks, uncontrollably bursting into tears.",increased anxiety,more panic attacks,uncontrollably bursting into tears,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,lexapro.61,2,"i started at 5 mgs, felt like i was on speed for the first few days.",felt like i was on speed for the first few days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,lexapro.61,3,"2 weeks later the anxiety had increased into panic, the Dr. had me skip a day then start back at 2.5 mgs daily.",anxiety had increased ,panic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,lexapro.61,4,"that was ok for about 3 days then i started having constant panic/anxiety, as well as crying a lot at innappropriate times.",constant panic ,constant anxiety,crying a lot,crying at innappropriate times,,,,,,,,,,,,,,,,,,,,,,,,,,
199,lexapro.61,5,"i stopped taking the lexapro, the anxiety has lightened a little bit, but the crying hasn't.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,lexapro.62,1,"Headaches, nauseau, dizziness, always on a bad high, inability to concentrate.",Headaches,nauseau,dizziness,always on a bad high,inability to concentrate,,,,,,,,,,,,,,,,,,,,,,,,,
201,lexapro.62,2,Bad diarrhea and abdominal pains.,Bad diarrhea,abdominal pains,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,lexapro.62,3,"The desire to just sleep my life away, but not suicidal.",desire to just sleep ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,lexapro.62,4,Anxiety got worse.,Anxiety got worse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,lexapro.62,6,Constant bad headaches and nauseau.,Constant bad headaches,nauseau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,lexapro.62,8,But I do have the inability to eat or care about food.,inability to eat ,inability to care about food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,lexapro.62,9,Too nauseaus to eat anything but a few crackers or some bread.,Too nauseaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,lexapro.62,10,"The nausea is pretty bad normally, so I may try something else.",nausea is pretty bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,lexapro.62,12,"I had more anxiety attacks, acting out on loved ones.",more anxiety attacks,acting out ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,lexapro.63,1,Very hard to take a deep breath like someone is squeezing my lungs.,Very hard to take a deep breath ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,lexapro.64,1,Constipation .,Constipation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,lexapro.64,2,"painful, extreme, and constant Weight gain .",constant Weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,lexapro.64,3,20 pounds total in 6 months Appetite increase .,20 pounds total ,Appetite increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,lexapro.64,4,hard to resist eating even while getting fatter.,hard to resist eating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,lexapro.64,8,"All that changed was that I got fat and unable to poop, neither a known depression cure.",got fat,unable to poop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,lexapro.64,9,"It left me just as sad, only bigger and full of poop.",only bigger ,full of poop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,lexapro.65,1,"Gained 65lbs while on 20mg, and about 30lbs while on 10mg, Since i've been off it, i've lost 13lbs so far (only been 3 weeks).",Gained 65lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,lexapro.66,1,"Sex drive non-existant, headaches, facial muscle tension.",Sex drive non-existant,headaches,facial muscle tension,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,lexapro.66,3,"if I take 20mg, then I feel zombie-like.",feel zombie-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,lexapro.67,1,"At first my anxiety increased for the first week or so, but 0.25mg Xanax controlled that.",anxiety increased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,lexapro.67,2,Sleepless nights also with vivid dreams in the first week as well.,"Sleepless, in the first week",vivid dreams in the first week,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,lexapro.67,3,"Now in week two, just general tiredness through out the day[eventhough I switched from taking it in the am to in the pm before bed, which did help a bit with tiredness], decrease in hunger, and low to no sex-drive", tiredness ,decrease in hunger,low to no sex-drive,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,lexapro.68,3,brain fog memory loss.,brain fog,memory loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,lexapro.68,4,"finally attributing to lexapro, atleast at this dosage/ Very apathetic and have gained 20lbs easily.",Very apathetic,gained 20lbs easily,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,lexapro.68,5,muscle and joint pain.,muscle pain,joint pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,lexapro.68,12,Duno but i need my brain back!,need my brain back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,lexapro.69,1,"At first, all the usual (dry mouth, dry eyes, tight jaw, dizziness, stoned feeling, nausea) but they went away after a month.","dry mouth, went away after a month","dry eyes, went away after a month","tight jaw, went away after a month","dizziness, went away after a month","stoned feeling, went away after a month","nausea, went away after a month",,,,,,,,,,,,,,,,,,,,,,,,
227,lexapro.69,2,"Then after a few months, more serious effects that I now believe were from the Lexapro started, like all-over itching and severe middle back pain, especially at night and upon waking in AM.",all-over itching,severe middle back pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,lexapro.69,4,Now I have terrible acne and infected cysts under one arm and might go off it all together to see if connected.,terrible acne,infected cysts under one arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,lexapro.69,6,"I did go off for a month and the inappropriate anger came right back so now I'm thinking of switching to another SSRI that doesn't cause back pain, cysts and itching, not to mention wanting to sleep 13 hours a night.",back pain,cysts,itching,sleep 13 hours ,,,,,,,,,,,,,,,,,,,,,,,,,,
230,lexapro.70,1,"Lack of motivation, VERY TIRED all the time, memory loss-feel scatter brained.",Lack of motivation,VERY TIRED all the time,memory loss,feel scatter brained,,,,,,,,,,,,,,,,,,,,,,,,,,
231,lexapro.70,6,I feel so tired all the time that I don't have the energy to do basic every day household tasks.,don't have the energy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,lexapro.70,7,Then I feel guilty for being lazy.,feel guilty,lazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,lexapro.70,8,I have to take a nap every day.,take a nap every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,lexapro.70,9,I also have difficulty remembering things and feel scatterbrained.,difficulty remembering things,feel scatterbrained,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,lexapro.70,10,I will think of something that I need to do and less than a minute later I have forgotten what it was that I needed to do.,less than a minute later I have forgotten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,lexapro.70,13,"I would like to try a different antidepressant because the loss of motivation and being tired all the time is making me feel lazy, worthless, and almost as depressed as before I started taking it.",loss of motivation,being tired all the time ,feel lazy,worthless,,,,,,,,,,,,,,,,,,,,,,,,,,
237,lexapro.71,1,"Initially, Lexapro seemed to agree with me except for the occasional bad nightmare, Now, after 4 years of use, I am no longer depressed, but I am exhausted all the time.",occasional bad nightmare,exhausted all the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,lexapro.71,2,I spend most of my spare time in bed sleeping .,spend most of my spare time in bed sleeping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,lexapro.71,3,I'm barely participating in life.,barely participating in life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,lexapro.71,5,"I am unable to drive on the freeway because of panic attacks while driving, Also, my body fat has been redistributed to my abdomen.",unable to drive on the freeway,panic attacks ,body fat,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,lexapro.71,6,"Normally my waist is 10-12 inches smaller than my hips, but now it is about 5 inches smaller.","Normally my waist is 10-12 inches smaller than my hips, but now it is about 5 inches smaller",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,lexapro.71,8,"My side effects from Lexapro are worse than my side effects from Zyprexa, and that's saying a lot.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,lexapro.75,1,"Had dry mouth for a few days, it might have aggravated a stomach problem I already had but I'm not sure.",dry mouth for a few days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,lexapro.76,1,"Fatigue,dry mouth,constipation,memory loss,insomnia,low libido,and weight gain.",Fatigue,dry mouth,constipation,memory loss,insomnia,low libido,weight gain,,,,,,,,,,,,,,,,,,,,,,,
245,lexapro.76,2,"I struggle to wake up in the morning, after finally getting to sleep.",struggle to wake up in the morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,lexapro.76,3,I have fluctuating hormones too.,fluctuating hormones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,lexapro.76,4,I am struggling to learn new things.,struggling to learn new things,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,lexapro.76,9,I also have a lack of motivation.,lack of motivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,lexapro.76,10,I feel that I don't have passion about anything in my life.,feel that I don't have passion about anything ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,lexapro.76,11,It's like not having emotions at all.,not having emotions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,lexapro.77,1,"WEIGHT Gain, complete loss of libido.",WEIGHT Gain,complete loss of libido,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,lexapro.77,2,I was so excited to start it as I was on Effexor for years but it had negative effects on my BP.,negative effects on my BP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,lexapro.77,3,"And I gained 24 pounds, have no sexual desire and still have moody days.",gained 24 pounds,no sexual desire,moody days,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,lexapro.77,4,Just switched to Pristiq and hope to get rid of weight and regain sexual desire.,hope to get rid of weight ,hope to regain sexual desire,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,lexapro.78,1,I'm jittery and feel like I'm going to jump out of my skin after taking my dose.,jittery,feel like I'm going to jump out of my skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,lexapro.78,2,A few hours later that seems to cease and I become really tired.,really tired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
